COUNTRY,SEX,YEAR,life_expectancy,average_number_of_calories_available_per_person_per_day,unemployment_rate,regular_daily_smokers,adult_overweight,alcahol_consumption_liter_per_capita,fat_available_ppd,protein_ppd,average_fruit_vegtable_ppd,annual_income,youth_unemployment_rate,Ischaemic_heart_diseas,circulatory_diseases,self_injury,total_hospital_beds
Estonia,ALL,2004.0,72.5,3717.0,10.8,21.9,44.49,1.16,162.06,99.47,203.02,25980.0,28.38,9.57,939.59,0.92,47709.0
Estonia,ALL,2005.0,73.08,3722.0,10.1,20.9,44.54,0.66,160.79,99.25,211.57,25890.0,23.77,9.44,890.56,0.97,49626.0
Estonia,ALL,2006.0,73.28,3716.0,10.0,18.8,44.56,0.5,163.34,99.26,194.56,24460.0,21.65,8.48,835.35,0.79,47719.0
Estonia,ALL,2007.0,73.33,3716.0,9.8,14.6,44.56,0.55,163.62,100.12,209.79,24060.0,17.22,8.32,797.87,0.69,48749.0
Estonia,ALL,2008.0,74.44,3713.0,8.8,37.0,44.55,0.55,165.2,101.18,213.19,27100.0,12.93,8.24,3895.04,2.29,49507.0
Estonia,ALL,2009.0,75.38,3702.0,7.4,36.0,44.54,0.63,162.36,98.38,219.59,32910.0,12.68,7.63,4239.53,2.79,50041.0
Estonia,ALL,2010.0,76.11,3697.0,6.6,34.0,44.55,0.73,159.41,96.11,206.93,37780.0,8.89,7.14,4188.71,2.25,48934.0
Estonia,ALL,2011.0,76.69,3708.0,6.4,33.0,44.59,0.85,161.27,96.93,162.33,39940.0,14.2,31.0,4361.94,2.82,47391.0
Estonia,ALL,2012.0,76.75,3720.0,7.1,33.0,44.65,0.95,167.7,96.58,153.63,42740.0,14.15,34.42,4580.5,2.78,48308.0
Estonia,ALL,2013.0,77.43,3715.0,8.6,31.0,44.7,1.12,161.57,98.96,159.91,46570.0,32.31,36.82,4478.84,2.39,49522.0
Estonia,ALL,2014.0,77.47,3733.0,9.8,30.5,44.75,1.92,162.32,99.6,172.4,46980.0,34.0,38.22,4638.58,2.51,51505.0
Estonia,ALL,2015.0,78.02,3789.0,9.7,29.5,44.8,0.99,161.69,98.48,262.9,47080.0,36.1,41.94,4585.08,2.34,19788.0
Estonia,ALL,2016.0,78.12,3804.0,9.5,28.0,44.85,0.6,166.57,98.93,219.67,46490.0,38.8,42.44,4522.57,2.09,20331.0
Finland,ALL,2000.0,77.87,3774.0,9.2,28.0,44.92,0.52,165.24,99.82,236.04,47130.0,41.01,44.3,4756.53,2.44,20429.0
Finland,ALL,2001.0,78.35,3768.0,9.3,26.0,44.99,0.52,166.86,98.52,202.41,47900.0,43.07,43.93,4664.89,2.62,20492.0
Finland,ALL,2002.0,78.46,3774.0,8.5,26.0,31.7,0.36,163.42,98.08,233.51,47820.0,44.91,45.87,4732.76,2.3,20232.0
Finland,ALL,2003.0,78.71,3800.0,6.9,25.0,32.2,0.51,173.38,100.34,234.98,45570.0,46.82,49.82,4770.73,2.52,20190.0
Finland,ALL,2004.0,78.98,3172.0,6.6,24.0,32.7,0.39,72.26,90.69,184.26,43400.0,48.35,51.26,4628.92,3.43,20469.0
Finland,ALL,2005.0,79.35,3215.0,7.5,23.0,33.2,0.44,74.3,90.29,198.31,42520.0,49.98,50.06,4797.26,3.28,20016.0
Finland,ALL,2006.0,79.67,3281.0,8.2,19.0,33.8,0.88,76.08,91.52,222.07,46070.0,51.85,48.94,4853.31,2.89,20128.0
Finland,ALL,2007.0,79.7,3327.0,8.4,20.0,34.3,1.38,77.85,92.66,223.37,48050.0,53.9,44.68,4851.86,3.14,19951.0
Finland,ALL,2008.0,80.03,3410.0,8.5,18.0,34.8,9.88,79.21,95.41,221.31,45810.0,55.78,49.24,5416.5,3.19,19968.0
Finland,ALL,2009.0,80.18,3488.0,8.3,17.0,35.3,10.48,81.03,98.22,254.55,50510.0,58.03,50.18,5439.29,2.89,19782.0
Finland,ALL,2010.0,80.34,3450.0,7.5,17.0,35.8,10.76,87.43,96.81,236.78,2360.0,60.44,52.65,5288.04,2.37,12755.0
